student_id,name,age,gender,score,phone,extension,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address,city,postal,hobbies,skills_tech_python,skills_tech_excel,skills_tech_sql,skills_soft,family_siblings,family_income_father,family_income_mother,laptop_brand,laptop_year,phone_brand,phone_year
229,,21,Male,90.0,+1-835-539-0341,,,2008-05-20 02:19:39,Python,100.0,Inactive,,Good,259.0,1996-06-08 00:00:00,"Apartment 1, Webbburgh district",New Michele,100201,"chance, later",5.0,3.0,2.0,"dream, summer",1,975.0,1317.0,HP,2019,Samsung,2018
230,Cesar Carr,19,,70.0,,,gthomas@yahoo.com,2022-01-08 06:25:49,Python,100.0,Inactive,3.7,Excellent,97.0,2014-12-04 00:00:00,,Port Alvin,,"goal, green",2.0,5.0,1.0,"democratic, themselves",5,296.0,1311.0,Dell,2015,Samsung,2018
231,,22,,90.0,+1-389-488-7284,87284,ewilliams@turner-rhodes.org,1995-08-18 00:00:00,Python,,Inactive,,Excellent,70.0,1980-02-12 00:00:00,685 Tiffany Island Apt. 341,Espinozamouth,,"plan, write",,,,,,,,,,,
232,,21,,90.0,+1-947-543-3841,,,2024-12-12 01:37:12,Data Science,100.0,Inactive,1.22,Excellent,226.0,1982-03-18 22:20:00,7335 Alex Parks Apt. 827,Crystalmouth,,"television, guess",1.0,4.0,4.0,"even, career",5,1142.0,1384.0,Dell,2015,Xiaomi,2022
233,Shannon Floyd,18,Female,90.0,+1-462-427-5971,,ytran@knapp.org,2014-02-28 00:00:00,Data Science,100.0,Inactive,,Excellent,287.0,2001-06-14 22:43:00,"Port Bradleyfurt 3-kv, dom 15",South Heather,,"parent, might",2.0,4.0,4.0,"part, size",2,759.0,1025.0,Lenovo,2021,Xiaomi,2019
234,Kenneth Frye,19,Male,90.0,,,sydney04@keith-roberson.net,2021-01-27 00:00:00,Data Science,100.0,Pending,1.08,Excellent,141.0,2019-12-02 00:00:00,,North Juanborough,,"nothing, senior",5.0,5.0,3.0,"area, standard",2,1191.0,1458.0,Dell,2021,Samsung,2023
235,,21,Female,90.0,+1-788-244-1970,,patriciajones@hancock.com,2015-10-29 00:00:00,Data Science,100.0,Active,,Excellent,72.0,2007-07-09 00:00:00,,North Tracy,,"member, road",,,,,,,,,,,
236,,,Male,,+1-089-571-0488,488,wyatt10@gmail.com,1991-10-25 21:50:00,Data Science,,Pending,3.7,Good,154.0,1983-03-23 00:00:00,2195 Hamilton Turnpike Apt. 662,Melindaport,,"society, kitchen",1.0,1.0,1.0,"trouble, perform",3,1255.0,1029.0,HP,2020,Xiaomi,2022
237,Leonard Reyes,19,,64.0,+1-242-291-3910,13910,,1995-10-08 00:00:00,Data Science,100.0,Active,,,277.0,1993-04-08 00:00:00,,South Lorrainetown,,"sense, create",4.0,5.0,2.0,"talk, phone",3,1314.0,816.0,Lenovo,2020,Apple,2018
238,,21,Male,90.0,+1-404-331-7063,063,,1997-05-18 03:49:00,Data Science,100.0,Inactive,3.7,Excellent,123.0,1977-12-20 00:00:00,"Apartment 4, Riddleshire district",Lake Ryanhaven,100048,"hundred, music",1.0,3.0,1.0,"live, garden",3,490.0,1088.0,HP,2015,Samsung,2019
239,Daniel King,,Female,,+1-201-451-8492,,bburns@yahoo.com,2022-03-30 16:59:53,Python,,Inactive,0.0,Excellent,174.0,1981-10-05 00:00:00,,Russellmouth,,"cold, deep",4.0,3.0,5.0,"term, light",1,1398.0,576.0,HP,2015,Apple,2023
240,Claire Smith,20,,62.0,,,ronald78@hotmail.com,2003-10-17 10:01:07,Data Science,100.0,Active,0.0,,250.0,2009-12-28 21:57:36,,Leebury,,"close, ground",4.0,1.0,1.0,"life, only",4,1231.0,1351.0,Lenovo,2021,Xiaomi,2019
241,David Grimes,20,Male,65.0,+1-382-474-5618,,ckoch@gmail.com,2021-01-27 02:43:16,Data Science,100.0,Active,3.11,Good,120.0,2023-03-29 02:45:11,"Apartment 24, East Pamelafurt district",East Nancymouth,100917,"mean, that",5.0,3.0,4.0,"though, less",2,1115.0,1223.0,Dell,2021,Xiaomi,2020
242,,19,Female,76.0,+1-132-243-9130,,,2023-05-18 00:04:33,Data Science,100.0,Inactive,0.0,Good,162.0,1993-03-10 00:00:00,,Port Lauren,,"evidence, tonight",1.0,5.0,1.0,"dream, each",2,1337.0,794.0,HP,2020,Xiaomi,2018
243,Barbara Richardson,22,,,+1-724-823-3305,,,1994-06-08 00:00:00,Data Science,,Pending,,Excellent,106.0,1982-10-15 06:48:59,"Apartment 38, Lake Amychester district",North James,100854,"its, join",1.0,4.0,4.0,"among, list",0,833.0,904.0,Lenovo,2020,Samsung,2018
244,,18,Female,90.0,+1-593-947-2804,72804,,2020-11-26 13:53:26,Data Science,,Inactive,3.7,Good,299.0,2019-12-05 10:39:00,55355 Lucero Manors Suite 542,Kevinland,,"moment, always",5.0,3.0,2.0,"do, question",0,667.0,969.0,HP,2024,Apple,2021
245,Linda Castro,19,Female,90.0,+1-149-124-0868,,wendyhoffman@hotmail.com,2023-02-20 06:33:38,Data Science,84.0,Pending,0.0,,231.0,1997-09-30 06:56:34,"Apartment 35, West Ericborough district",North Amanda,100678,"least, environment",3.0,2.0,4.0,"course, hear",0,1496.0,514.0,Lenovo,2020,Samsung,2019
246,,20,,73.0,+1-067-815-7692,692,,2007-11-13 00:00:00,Data Science,93.0,Inactive,,Average,179.0,2020-10-19 15:53:33,"Johntown 7-kv, dom 50",Lisatown,,"final, young",4.0,2.0,1.0,"show, matter",5,220.0,1384.0,Lenovo,2017,Samsung,2021
247,,21,,57.0,+1-733-467-6193,193,,2022-10-03 06:44:25,Data Science,100.0,Pending,,Excellent,195.0,1982-10-12 00:00:00,"Allisonfurt 7-kv, dom 13",West Margaret,,"book, wind",5.0,4.0,3.0,"natural, general",5,1218.0,434.0,HP,2019,Samsung,2018
248,Eddie Ross,22,Female,90.0,+1-984-804-9442,,,1972-12-05 00:00:00,Python,100.0,Inactive,,Excellent,70.0,1993-11-12 00:00:00,"Joseborough 23-kv, dom 30",Hallburgh,,"threat, usually",5.0,5.0,4.0,"offer, grow",0,965.0,1315.0,Lenovo,2020,Samsung,2024
249,Timothy Mcdonald,22,,,+1-876-918-6415,,david26@hotmail.com,1985-06-09 18:30:20,Data Science,100.0,Active,2.62,Excellent,74.0,2022-07-19 00:00:00,"East Taylor 8-kv, dom 23",East Ashleyland,,,,,,,,,,,,,
250,Cassie Roberts,18,Male,,,,lgarcia@hotmail.com,2024-09-14 00:00:00,Python,,Pending,,Excellent,100.0,1977-06-21 00:00:00,Adkinsborough,South Stanley,100410,,,,,,,,,,,,
251,,21,,,+1-827-519-7874,874,amy79@yahoo.com,1970-11-12 20:17:17,Python,68.0,Active,3.7,,193.0,2010-10-17 00:00:00,87498 Haynes Wall Suite 838,Gutierrezport,,"about, ball",4.0,2.0,4.0,"strategy, country",0,760.0,239.0,Lenovo,2017,Apple,2021
252,,,,,+1-353-650-7881,07881,,2001-04-19 00:00:00,Data Science,100.0,Inactive,,Excellent,174.0,2025-05-30 00:00:00,"Apartment 25, New John district",Danielsport,100658,,,,,,,,,,,,
253,Jeffrey White,21,Female,90.0,+1-077-914-7760,47760,,2014-01-23 13:27:35,Data Science,82.0,Inactive,3.7,Excellent,233.0,1970-12-03 00:00:00,,Moraport,,"follow, job",4.0,3.0,3.0,"international, this",2,1229.0,429.0,Lenovo,2020,Apple,2019
254,William Washington,,,90.0,+1-614-185-6864,56864,nicholashoward@arellano-hart.com,2021-03-18 14:19:31,Data Science,100.0,Inactive,3.02,Excellent,75.0,2022-05-17 00:00:00,"Andersonland 15-kv, dom 10",West Alison,,"read, leg",3.0,1.0,1.0,"run, sister",3,952.0,643.0,HP,2020,Apple,2024
255,,22,Female,99.0,,,hlove@gmail.com,2020-11-10 09:09:22,Data Science,,Pending,0.0,Average,156.0,2020-10-26 12:05:26,,Amandabury,,,,,,,,,,,,,
256,Ann Burns,22,,100.0,,,,2006-05-27 00:00:00,Python,100.0,Active,3.7,Excellent,227.0,2019-08-14 00:00:00,,Lake Ashley,,"about, city",2.0,4.0,1.0,"that, walk",3,282.0,1017.0,Lenovo,2016,Xiaomi,2018
257,,20,Female,77.0,+1-287-328-8674,,,1984-07-07 22:59:00,Python,,Inactive,1.27,Average,181.0,1984-02-20 00:00:00,"Apartment 27, New Mark district",North Chelseaview,100999,"probably, place",,,,,,,,,,,
258,Mrs. Dana Cole,,Female,,+1-594-272-0737,737,,2022-05-24 00:00:00,Data Science,100.0,Active,,Average,126.0,2023-03-11 00:00:00,"Johnview 8-kv, dom 27",Andersonville,,"me, sister",2.0,1.0,5.0,"yes, available",4,340.0,633.0,HP,2021,Samsung,2022
259,Dean Lozano,20,Female,,,,,1974-11-27 05:57:07,Python,,Pending,,Good,216.0,1972-03-07 06:41:17,,Brandonfurt,,"this, trouble",2.0,2.0,3.0,"face, response",5,1300.0,1048.0,HP,2019,Apple,2020
260,Tyler Mueller,20,Female,61.0,,,,2021-02-05 09:47:55,Data Science,,Inactive,,Excellent,124.0,1995-04-08 00:00:00,"Apartment 43, Sarahstad district",Port Jeffreyside,100781,,,,,,,,,,,,
261,Charles Smith,20,,89.0,+1-783-142-4506,24506,xthomas@lambert-collins.com,1984-12-16 11:44:14,Data Science,86.0,Inactive,,Average,152.0,2002-01-01 00:00:00,Jonesfurt,Lake Josephtown,100304,"anyone, bed",1.0,3.0,4.0,"would, after",2,518.0,607.0,HP,2015,Samsung,2020
262,Michele Johnson,18,Female,76.0,+1-370-768-5363,,,2023-06-08 21:49:21,Data Science,97.0,Active,,Good,194.0,1989-07-12 03:27:46,"North Alicia 20-kv, dom 35",Hillchester,,"firm, everybody",4.0,3.0,3.0,"say, do",1,1464.0,1493.0,HP,2017,Xiaomi,2024
263,,21,Female,65.0,+1-642-192-1575,,zjohnson@miller-weaver.net,2002-08-30 15:04:12,Data Science,100.0,Inactive,,Average,220.0,1995-09-08 00:00:00,,Kellyborough,,"third, prepare",4.0,4.0,3.0,"successful, product",2,913.0,1267.0,HP,2019,Samsung,2024
264,James Griffin,,Female,90.0,+1-400-729-9022,99022,kevinboyd@foster-nichols.com,1989-05-11 00:00:00,Data Science,92.0,Active,4.46,,219.0,2018-01-14 08:03:10,"Apartment 29, North Tyroneville district",West Marieland,100883,"green, box",2.0,1.0,2.0,"society, next",3,1161.0,228.0,HP,2024,Samsung,2024
265,Justin Arnold,18,Female,81.0,+1-835-354-7537,537,hollyhuffman@morales-kim.biz,1972-03-11 00:00:00,Python,,Inactive,,Excellent,92.0,2000-11-24 00:00:00,West Elizabeth,West Victoriastad,100588,"maintain, hard",1.0,1.0,2.0,"common, resource",3,422.0,1398.0,Lenovo,2016,Xiaomi,2022
266,,19,Female,90.0,+1-850-242-8051,051,,1999-03-19 00:00:00,Data Science,,Pending,,Average,195.0,2017-02-10 08:53:00,"Apartment 17, North Raymond district",Jamesburgh,100376,"guy, test",3.0,4.0,5.0,"trade, least",5,1310.0,604.0,Dell,2015,Xiaomi,2023
267,,21,Male,90.0,,,marcus14@thomas-wong.biz,2023-06-26 19:20:47,Data Science,100.0,Active,,Excellent,203.0,2018-03-23 00:00:00,63287 Donna Walk,Josephbury,,"week, group",2.0,3.0,5.0,"form, mean",3,335.0,1183.0,Lenovo,2022,Apple,2019
268,Adam Bowman,20,Female,90.0,,,,2020-10-31 14:05:24,Python,84.0,Inactive,,Average,239.0,2023-02-16 17:15:43,"Apartment 20, Lake Stacy district",North Brentport,100919,"after, treatment",,,,,,,,,,,
269,,19,Female,,+1-485-944-9082,,,2023-11-03 06:30:07,Data Science,100.0,Inactive,,,128.0,2022-12-10 16:21:33,42654 Obrien Stream Apt. 484,Lake Amberstad,,"why, up",1.0,3.0,4.0,"several, consider",5,280.0,1029.0,Lenovo,2016,Samsung,2022
270,,,,96.0,,,nelsonanna@hotmail.com,2021-09-08 06:19:22,Data Science,,Active,,Average,216.0,1986-04-14 20:33:44,0553 Joseph Crest,Patrickhaven,,"watch, step",1.0,3.0,2.0,"idea, cut",2,618.0,407.0,Dell,2015,Samsung,2020
271,,,Female,,+1-765-127-2487,72487,troy76@yahoo.com,1991-11-03 00:00:00,Python,,Active,4.5,Excellent,227.0,1988-04-19 11:33:00,Lake John,Rachelstad,100416,"word, move",2.0,5.0,2.0,"coach, decision",4,1043.0,1206.0,Dell,2015,Xiaomi,2023
272,,20,Female,73.0,+1-140-799-2436,,pricesamuel@young.com,2010-08-23 18:40:24,Data Science,100.0,Inactive,,Good,234.0,2009-02-28 00:00:00,"Apartment 20, Rileyside district",Davidside,100580,"anything, hospital",3.0,1.0,1.0,"age, police",5,586.0,1160.0,HP,2024,Apple,2018
274,April Sharp,20,Male,79.0,+1-132-149-7176,,allison39@hotmail.com,2007-01-26 08:08:12,Data Science,100.0,Active,4.24,Average,127.0,1977-10-29 00:00:00,,Guzmanbury,,"candidate, station",,,,,,,,,,,
275,Jessica Leon,20,Female,78.0,+1-712-921-9367,,,1973-01-13 00:00:00,Data Science,100.0,Inactive,1.35,Average,85.0,1971-12-26 00:00:00,,West Toddside,,"group, great",1.0,2.0,1.0,"may, suddenly",3,850.0,388.0,Dell,2019,Xiaomi,2024
276,Christopher Cruz,20,Female,77.0,,,,2022-05-02 23:19:02,Data Science,,Active,2.66,Excellent,135.0,1987-05-27 00:00:00,Maryport,Obrienshire,100679,"television, serve",5.0,2.0,5.0,"find, kind",2,612.0,1374.0,HP,2019,Samsung,2018
277,Hunter Smith,19,Male,,+1-767-285-5390,5390,,2007-04-03 20:56:59,Python,100.0,Active,0.0,Excellent,299.0,1974-06-11 00:00:00,"Apartment 8, Ashleyborough district",Robinsonton,100060,"those, partner",5.0,4.0,4.0,"which, actually",3,1415.0,828.0,HP,2016,Apple,2018
278,Tracy Martin,21,,86.0,+1-348-428-7876,7876,,2001-12-01 18:40:00,Data Science,100.0,Inactive,0.0,Excellent,100.0,1971-04-21 00:00:00,4741 Phillips Course Apt. 019,Lake Hunter,,"from, different",,,,,,,,,,,
279,Erica Myers,18,,85.0,,,,1983-03-18 00:00:00,Data Science,,Inactive,,,140.0,1993-10-30 00:00:00,,West Olivia,,"support, support",3.0,5.0,5.0,"end, collection",0,1095.0,1133.0,Dell,2024,Apple,2020
280,Audrey Moran,,,88.0,,,,1994-03-14 00:00:00,Data Science,100.0,Pending,,Good,218.0,1975-12-08 00:00:00,,West Shawnabury,,"exist, politics",3.0,1.0,3.0,"conference, commercial",4,1499.0,861.0,Lenovo,2022,Samsung,2024
281,,18,Female,94.0,,,dgreen@henry-marshall.com,2023-03-23 18:03:51,Data Science,72.0,Pending,1.52,Excellent,69.0,1992-08-16 19:39:00,,Brittneyburgh,,,,,,,,,,,,,
283,William Torres,21,Female,,+1-562-270-5245,,khantricia@swanson.com,1977-12-04 00:00:00,Data Science,100.0,Pending,,,53.0,1993-12-20 16:18:00,978 Allison Loop Apt. 882,Suzanneland,,"specific, me",3.0,2.0,4.0,"hand, room",5,709.0,1412.0,HP,2023,Apple,2019
284,Vicki Morales,21,Female,,,,harveydaniel@grimes.com,2014-08-11 06:04:00,Data Science,,Inactive,4.5,Excellent,216.0,2007-05-22 00:00:00,,North Jacqueline,,,,,,,,,,,,,
285,Laura Bates,21,Female,86.0,,,,2023-10-17 18:20:34,Data Science,,Active,,Good,85.0,1986-05-17 19:24:00,"South David 8-kv, dom 24",Michaelfurt,,,,,,,,,,,,,
286,Vincent Huffman,20,Female,83.0,+1-312-825-4642,642,,1972-06-07 00:00:00,Data Science,100.0,Active,2.15,Excellent,218.0,1992-12-30 00:00:00,New Davidmouth,Lake Robin,100578,,,,,,,,,,,,
287,Jeffrey Lowe,19,Female,90.0,+1-619-096-5066,,qparker@hotmail.com,1983-12-25 05:25:00,Data Science,,Inactive,3.91,,212.0,1970-06-14 00:00:00,"Curryhaven 5-kv, dom 5",North Erikbury,,"candidate, rate",5.0,4.0,1.0,"information, available",3,567.0,233.0,Dell,2020,Apple,2021
288,Hannah Roberts,20,Male,90.0,+1-990-984-2557,,wrightalexis@lopez.biz,1970-02-27 00:00:00,Python,100.0,Pending,,Excellent,58.0,2020-11-12 04:44:50,86909 Nguyen Views,West Virginia,,,,,,,,,,,,,
289,Joshua Guerrero,19,,,+1-955-144-2089,42089,,2007-03-04 00:00:00,Data Science,100.0,Inactive,,Excellent,261.0,2020-10-16 10:39:21,Morenoview,Watersberg,100382,,,,,,,,,,,,
291,Dennis Bishop,20,Female,,+1-481-713-1279,1279,,2022-11-14 16:48:13,Data Science,100.0,Active,0.0,,237.0,2006-01-26 00:00:00,"Apartment 35, Huffburgh district",South Sandra,100573,"various, value",3.0,1.0,3.0,"myself, seven",5,906.0,1438.0,HP,2022,Xiaomi,2020
292,Lynn Gordon,21,Female,90.0,+1-686-959-9046,9046,henry44@craig.com,1974-10-28 00:11:00,Python,100.0,Inactive,0.0,Excellent,105.0,2022-11-23 00:00:00,"Port Karenborough 15-kv, dom 2",Johnsonchester,,"the, production",,,,,,,,,,,
293,,,Male,59.0,+1-521-756-7290,,,2020-06-02 06:08:23,Data Science,,Inactive,,Average,114.0,2009-08-04 00:00:00,"West Josephville 28-kv, dom 45",North Vanessaberg,,"floor, notice",2.0,3.0,5.0,"sign, throughout",2,486.0,1054.0,Lenovo,2017,Xiaomi,2018
294,Wendy Dunn,20,Female,,,,rubencunningham@hotmail.com,1986-05-29 00:00:00,Data Science,,Active,4.5,Good,176.0,2022-09-16 05:31:23,Garciafort,Stewarttown,100431,"make, area",1.0,3.0,5.0,"produce, page",3,1047.0,811.0,Dell,2021,Apple,2020
295,Elizabeth Nelson,20,Female,84.0,,,,1986-11-02 00:00:00,Python,100.0,Inactive,0.0,Excellent,151.0,2010-07-21 00:00:00,"Apartment 31, Lake Karen district",West Kenneth,100697,,,,,,,,,,,,
296,,19,Female,90.0,+1-934-964-8673,8673,,2020-11-24 23:10:21,Python,,Pending,4.5,,284.0,1980-03-07 15:28:05,36436 Gamble Freeway Suite 098,East Robinstad,,"anything, long",5.0,1.0,3.0,"field, fast",2,1303.0,1219.0,Lenovo,2021,Apple,2024
297,Tiffany Reyes,18,Male,91.0,+1-899-991-8816,,sanchezkevin@yahoo.com,1975-09-06 21:44:00,Python,100.0,Inactive,3.7,Good,111.0,1970-12-04 00:00:00,,South Pamela,,"half, wind",5.0,1.0,3.0,"create, word",3,524.0,1494.0,Dell,2023,Apple,2019
299,Vincent Collins,18,Male,90.0,+1-506-107-7941,77941,melissa37@burnett.com,1999-03-25 00:00:00,Python,,Pending,,Average,206.0,2023-03-16 09:08:26,780 William Summit Apt. 320,West Jamie,,"million, over",2.0,1.0,1.0,"stop, enough",5,1419.0,1065.0,Dell,2023,Samsung,2024
300,Jared Mckinney,18,,,+1-637-726-7454,454,elizabeth02@hotmail.com,1973-09-09 00:00:00,Data Science,100.0,Inactive,,,258.0,2021-02-09 00:00:00,"Apartment 19, North Teresaberg district",Jacksonbury,100009,"finish, age",3.0,1.0,4.0,"win, fall",4,1342.0,1266.0,HP,2017,Samsung,2021
301,Andrew Andrews,18,Male,74.0,,,gcastillo@bishop.info,1995-05-03 21:16:50,Python,100.0,Pending,,,244.0,1981-04-20 15:02:00,410 Baker Cliffs,Aprilberg,,"remain, management",2.0,3.0,3.0,"analysis, respond",0,642.0,773.0,Lenovo,2024,Samsung,2018
302,Leah Taylor,18,,94.0,,,,1986-09-17 03:10:31,Python,100.0,Active,4.5,Excellent,121.0,2009-04-05 17:03:17,"Apartment 50, Johnsonfurt district",Richardmouth,100029,"eat, smile",,,,,,,,,,,
303,Lawrence Smith,,Female,,+1-288-816-4219,219,,2007-07-07 00:00:00,Python,,Active,0.0,Good,94.0,1974-04-22 00:00:00,663 Cook Lodge Apt. 565,South Erinville,,"part, according",4.0,4.0,3.0,"continue, modern",3,1134.0,809.0,HP,2018,Xiaomi,2020
304,John Collier,18,,90.0,+1-457-743-1966,,,2019-07-01 14:27:24,Python,98.0,Pending,,Excellent,223.0,2015-06-08 17:05:00,West Jessicafurt,Mathewsland,100024,"lose, reach",4.0,4.0,4.0,"table, someone",1,856.0,1449.0,Dell,2017,Xiaomi,2019
305,Kenneth Mcdonald,18,Male,,+1-646-315-3723,53723,,1983-01-27 00:00:00,Data Science,,Pending,,Excellent,146.0,2003-03-06 00:00:00,,Aliciaton,,"modern, exactly",4.0,5.0,3.0,"put, central",0,1331.0,223.0,HP,2020,Samsung,2024
306,Kayla Martinez,18,Female,,,,singhmicheal@gmail.com,2023-09-16 06:01:07,Data Science,100.0,Active,0.0,,243.0,1997-11-20 20:49:58,"Christopherhaven 7-kv, dom 45",Nelsonshire,,"cost, computer",5.0,2.0,5.0,"safe, manager",5,363.0,462.0,Lenovo,2015,Samsung,2019
307,Ruth Edwards,21,Male,65.0,+1-056-737-8553,8553,,2003-04-17 14:53:03,Data Science,,Pending,4.47,Excellent,133.0,1980-08-28 01:19:06,"Apartment 44, Jonesmouth district",Johnmouth,100100,,,,,,,,,,,,
308,Kyle Brown,,Female,,+1-925-634-4761,4761,,2021-07-08 05:29:06,Python,100.0,Pending,,Excellent,56.0,1985-05-22 00:00:00,1120 Brittany Cliffs Suite 826,West Jennifer,,"conference, citizen",3.0,5.0,1.0,"outside, ball",5,951.0,988.0,Dell,2023,Apple,2021
309,,18,Female,68.0,+1-197-189-2368,368,,2005-11-26 00:49:43,Data Science,71.0,Inactive,,Good,131.0,1976-06-21 23:43:21,10040 West Lakes Suite 279,Lake Andreaburgh,,"serve, knowledge",,,,,,,,,,,
310,Rachel Parker,21,Male,65.0,,,,1974-01-07 00:00:00,Python,100.0,Inactive,4.5,,149.0,2015-02-09 14:36:27,Port Lauren,Jordanberg,100076,"suddenly, culture",1.0,3.0,5.0,"head, old",3,526.0,1121.0,Dell,2020,Xiaomi,2021
311,Katherine Clark,20,Female,97.0,,,,2025-04-24 20:11:00,Data Science,100.0,Active,,Good,197.0,1999-06-26 03:58:13,"Michaelburgh 6-kv, dom 30",East Gabriellamouth,,,,,,,,,,,,,
312,,18,Male,90.0,+1-781-852-2467,22467,,2001-06-10 19:42:00,Data Science,100.0,Active,4.29,Excellent,298.0,1997-01-05 00:00:00,"Sharonland 2-kv, dom 45",Lake Jasmine,,"far, officer",2.0,1.0,3.0,"sure, son",3,1378.0,513.0,Dell,2022,Xiaomi,2020
313,Willie Hoover,20,Female,,+1-256-001-9218,9218,holmessteven@hotmail.com,2009-12-25 00:00:00,Python,,Inactive,,Average,248.0,1980-05-04 00:00:00,"Murraymouth 19-kv, dom 29",Fullermouth,,"pass, staff",4.0,2.0,1.0,"specific, reduce",3,508.0,1273.0,Lenovo,2015,Apple,2023
314,Jennifer Johnson,18,Female,,+1-149-210-2553,,,2002-02-04 04:27:49,Python,66.0,Pending,3.7,Excellent,154.0,2024-06-23 00:00:00,"Apartment 15, Pittmanchester district",Turnerberg,100280,,,,,,,,,,,,
315,Joanne Lopez,20,Male,90.0,+1-439-554-9610,610,,2024-04-05 00:00:00,Python,100.0,Inactive,,Average,98.0,1973-10-08 00:00:00,02174 Jennifer Greens Apt. 839,Adrianabury,,"response, note",,,,,,,,,,,
316,Michele Hogan,20,Male,,+1-995-516-5799,799,ssmith@hotmail.com,1980-05-22 02:05:36,Data Science,100.0,Active,,Average,128.0,1982-12-24 00:00:00,,Burgessside,,"operation, toward",1.0,2.0,4.0,"performance, building",3,869.0,375.0,Dell,2023,Apple,2023
317,Mackenzie Haas,19,Female,64.0,,,,1976-09-05 17:43:53,Data Science,100.0,Pending,,,128.0,1988-02-06 00:00:00,"New Charles 14-kv, dom 1",New Bruce,,"capital, produce",3.0,5.0,3.0,"over, condition",3,1137.0,881.0,Dell,2019,Samsung,2022
318,Sarah Perez MD,19,Male,75.0,,,ericphillips@ramirez.com,2023-02-07 23:33:04,Data Science,,Pending,0.0,Good,216.0,2021-07-16 13:41:46,,East Erik,,"stand, father",4.0,4.0,1.0,"meeting, parent",5,824.0,1340.0,Dell,2017,Xiaomi,2024
319,Carolyn Moreno,22,Male,82.0,,,williamslarry@hotmail.com,1986-08-30 00:00:00,Python,100.0,Pending,,Excellent,230.0,2022-10-29 02:24:24,,West Randy,,"responsibility, read",3.0,3.0,1.0,"civil, shoulder",1,319.0,400.0,HP,2023,Apple,2021
320,Joshua Ross,20,,67.0,+1-885-156-7322,322,,2023-08-04 00:00:00,Python,97.0,Pending,4.5,Average,175.0,2012-12-04 00:00:00,6771 Miller Crescent,Stanleymouth,,"great, necessary",3.0,4.0,3.0,"sometimes, president",0,635.0,304.0,HP,2017,Apple,2024
321,Shawn Collins,22,Female,,,,,1985-01-05 00:00:00,Data Science,,Pending,3.7,Excellent,193.0,2020-09-15 15:09:36,"Apartment 25, New Dawnburgh district",Brittanyburgh,100666,"evening, animal",3.0,1.0,1.0,"page, woman",3,1288.0,465.0,HP,2017,Apple,2023
322,Antonio Bryan,22,Female,90.0,,,adavis@hotmail.com,2010-04-14 00:00:00,Data Science,87.0,Inactive,4.5,Good,221.0,2025-05-15 00:00:00,"Apartment 19, East Connie district",Lake Helen,100047,"bring, sea",4.0,2.0,3.0,"heart, thank",3,721.0,564.0,Dell,2017,Samsung,2022
323,Barry Oneill,22,Female,87.0,,,,1991-03-26 00:00:00,Data Science,,Active,,Excellent,279.0,2011-07-28 00:00:00,316 Elizabeth Run,East Emilyport,,"moment, also",5.0,3.0,1.0,"operation, pretty",4,471.0,1028.0,Lenovo,2017,Apple,2020
324,,,Female,65.0,+1-786-048-2231,,,2013-10-16 00:00:00,Data Science,100.0,Pending,,,187.0,2023-08-16 21:29:44,,Jillside,,,,,,,,,,,,,
325,Nicholas Bell,20,Female,90.0,,,,2000-07-12 00:00:00,Data Science,100.0,Pending,,Excellent,223.0,1979-03-19 08:45:49,North Miranda,Bowenfort,100190,"prepare, heavy",,,,,,,,,,,
326,Micheal Knapp,20,Female,87.0,+1-113-436-6966,966,thomaswilliams@gmail.com,2022-10-05 20:05:25,Data Science,64.0,Active,4.5,Excellent,229.0,2011-03-25 07:47:00,"West Robertburgh 4-kv, dom 9",Lauraport,,"evidence, start",5.0,1.0,5.0,"call, per",3,1235.0,1300.0,HP,2017,Apple,2020
327,,21,,90.0,+1-382-405-8081,,johnsonjames@mcdonald-smith.com,2002-04-17 00:00:00,Python,96.0,Active,3.7,Average,140.0,1984-08-23 21:23:37,"Apartment 11, Port Calebtown district",Lake Christopher,100670,"others, you",1.0,1.0,3.0,"serious, onto",1,1218.0,581.0,HP,2016,Samsung,2021
328,,19,Female,90.0,+1-548-857-4657,74657,,1998-07-13 00:00:00,Python,,Inactive,4.02,Excellent,167.0,2021-05-11 16:59:02,New Rodney,Rossborough,100074,"charge, energy",,,,,,,,,,,
329,,20,Male,90.0,+1-581-232-4076,24076,,1974-07-10 00:00:00,Data Science,100.0,Pending,0.0,Good,106.0,2018-09-27 19:54:00,607 Torres Brook Suite 210,North Rodneychester,,"institution, forget",5.0,3.0,4.0,"go, prepare",1,1324.0,1202.0,Dell,2018,Xiaomi,2018
330,Joseph Johnson,,Male,90.0,+1-024-744-6407,,johnyoung@yahoo.com,1998-09-06 02:39:28,Data Science,100.0,Inactive,4.5,Good,57.0,1996-06-25 02:28:00,Shaunfort,Luisport,100700,"spring, either",1.0,5.0,4.0,"region, court",0,574.0,1222.0,Lenovo,2017,Samsung,2020
332,,21,Female,93.0,+1-865-976-5810,810,brianmarsh@yahoo.com,1998-09-27 00:00:00,Data Science,,Inactive,0.0,Excellent,140.0,2013-02-07 22:31:00,"West Patrickberg 13-kv, dom 41",Jennaborough,,"dinner, cause",3.0,1.0,3.0,"traditional, security",2,843.0,1477.0,Dell,2021,Apple,2019
